html_file,table_num,属性名,説明,属性の型
KsjTmplt-P26.html,1,"計画戸数
（P26_012）",事業計画上の計画戸数について，資料等によりデータが確認できる場合に掲載する．単位は「戸」．,整数型
KsjTmplt-P26.html,1,"計画人口
（P26_013）",事業計画上の計画人口について，資料等によりデータが確認できる場合に掲載する．単位は「人」．,整数型
KsjTmplt-P27.html,1,位置,文化施設の位置,点型（GM_ Point）
KsjTmplt-P27.html,1,行政区域コード（P27_001）,都道府県コードと市区町村コードからなる，文化施設が存在する行政区を特定するためのコード,コードリスト型「行政コード」
KsjTmplt-P27.html,1,公共施設大分類（P27_002）,公共施設の用途による大分類,コードリスト型「公共施設大分類コード」
KsjTmplt-P27.html,1,公共施設小分類（P27_003）,公共施設の用途による小分類,コードリスト型「公共施設小分類コード」
KsjTmplt-P27.html,1,文化施設分類（P27_004）,文化施設の種類を特定するためのコード,コードリスト型「文化施設分類コード」
KsjTmplt-P27.html,1,名称（P27_005）,文化施設の正式名称,文字列型
KsjTmplt-P27.html,1,所在地（P27_006）,文化施設の市区町村名を省いた所在地,文字列型
KsjTmplt-P27.html,1,管理者コード（P27_007）,文化施設の管理者を区分するためのコード,コードリスト型「管理者コード」
KsjTmplt-P27.html,1,階数（P27_008）,施設の総階数,整数値型
KsjTmplt-P27.html,1,建築年（P27_009）,施設の竣工した年または運用開始された年,時間型（TM_Instant）
KsjTmplt-P28.html,1,位置,国・都道府県の機関の位置,点型（GM_ Point）
KsjTmplt-P28.html,1,行政区域コード（P28_001）,都道府県コードと市区町村コードからなる，国・都道府県の機関が存在する行政区を特定するためのコード,コードリスト型「行政コード」
KsjTmplt-P28.html,1,公共施設大分類（P28_002）,公共施設の用途による大分類,コードリスト型「公共施設大分類コード」
KsjTmplt-P28.html,1,公共施設小分類（P28_003）,公共施設の用途による小分類,コードリスト型「公共施設小分類コード」
KsjTmplt-P28.html,1,国・都道府県の機関分類（P28_004）,国・都道府県の機関の種類を特定するためのコード,コードリスト型「国・都道府県の機関分類コード」
KsjTmplt-P28.html,1,名称（P28_005）,国・都道府県の機関の正式名称,文字列型
KsjTmplt-P28.html,1,所在地（P28_006）,国・都道府県の機関の市区町村名を省いた所在地,文字列型
KsjTmplt-P28.html,1,管理者コード（P28_007）,国・都道府県の機関の管理者を区分するためのコード,コードリスト型「管理者コード」
KsjTmplt-P29.html,1,位置,学校の位置,点型（GM_ Point）
KsjTmplt-P29.html,1,行政区域コード（P29_001）,都道府県コードと市区町村コードからなる，学校が存在する行政区を特定するためのコード,コードリスト型「行政コード」
KsjTmplt-P29.html,1,公共施設大分類（P29_002）,公共施設の用途による大分類,コードリスト型「公共施設大分類コード」
KsjTmplt-P29.html,1,公共施設小分類（P29_003）,公共施設の用途による小分類,コードリスト型「公共施設小分類コード」
KsjTmplt-P29.html,1,学校分類（P29_004）,学校の種類を特定するためのコード,コードリスト型「学校分類コード」
KsjTmplt-P29.html,1,名称（P29_005）,学校の正式名称,文字列型
KsjTmplt-P29.html,1,所在地（P29_006）,学校の市区町村名を省いた所在地,文字列型
KsjTmplt-P29.html,1,管理者コード（P29_007）,学校の管理者を区分するためのコード,コードリスト型「管理者コード」
KsjTmplt-P30.html,1,位置,郵便局の位置,点型（GM_ Point）
KsjTmplt-P30.html,1,行政区域コード（P30_001）,都道府県コードと市区町村コードからなる，郵便局が存在する行政区を特定するためのコード,コードリスト型「行政コード」
KsjTmplt-P30.html,1,公共施設大分類（P30_002）,公共施設の用途による大分類,コードリスト型「公共施設大分類コード」
KsjTmplt-P30.html,1,公共施設小分類（P30_003）,公共施設の用途による小分類,コードリスト型「公共施設小分類コード」
KsjTmplt-P30.html,1,郵便局分類（P30_004）,郵便局の種類を特定するためのコード,コードリスト型「郵便局分類コード」
KsjTmplt-P30.html,1,名称（P30_005）,郵便局の正式名称,文字列型
KsjTmplt-P30.html,1,所在地（P30_006）,郵便局の市区町村名を省いた所在地,文字列型
KsjTmplt-P30.html,1,管理者コード（P30_007）,郵便局の管理者を区分するためのコード,コードリスト型「管理者コード」
KsjTmplt-P31.html,1,物流拠点,物流拠点の建物あるいは敷地のおおよそ中心の位置,点型（GM_Point）
KsjTmplt-P31.html,2,名称(P31_001),物流拠点の名称,文字列型(CharacterString)
KsjTmplt-P31.html,2,種別(P31_002),物流拠点の種別,コードリスト「種別コード」
KsjTmplt-P31.html,2,分類(P31_003),物流拠点の各種別における分類,コードリスト「分類コード」
KsjTmplt-P31.html,2,都道府県コード(P31_004),物流拠点の存在する都道府県のコード,コードリスト「都道府県コード」
KsjTmplt-P31.html,2,所在地(P31_005),物流拠点の所在地,文字列型(CharacterString)
KsjTmplt-P31.html,2,事業者分類(P31_006),物流拠点の事業者の分類,コードリスト「事業者分類コード」
KsjTmplt-P31.html,2,整備年(P31_007),物流拠点を整備した年,整数型（Integer）
KsjTmplt-P31.html,2,規模（P31_008）,物流拠点の規模を表す値,実数型（Real）
KsjTmplt-P31.html,2,備考（P31_009）,コンテナターミナルの港湾名鉄道貨物駅の取扱貨物の種類および一般貨物取扱いの有無,文字列型(CharacterString)
KsjTmplt-P32.html,1,文化財ID(P32_001)※シェープファイルのみ,都道府県指定文化財ごとの整理番号,整数型(Integer)
KsjTmplt-P32.html,1,都道府県コード(P32_002),"都道府県を特定するためのコード（JSI規格（JIS X 0401,　JIS X 0402）準拠）",コードリスト「都道府県コード」
KsjTmplt-P32.html,1,行政コード(P32_003),"行政区を特定するためのコード。（JSI規格（JIS X 0401,　JIS X 0402）準拠）",コードリスト「行政コード」
KsjTmplt-P32.html,1,種別大区分コード(P32_004),文化財の種別に関する大分類区分コード,コードリスト「種別大区分コード」
KsjTmplt-P32.html,1,種別小区分コード(P32_005),文化財の種別に関する小分類区分コード,コードリスト「種別小区分コード」
KsjTmplt-P32.html,1,名称(P32_006),文化財の名称,文字列型(CharacterString)
KsjTmplt-P32.html,1,所在地住所(P32_007),文化財の所在地住所,文字列型(CharacterString)
KsjTmplt-P32.html,1,指定年月日(P32_008),指定文化財に指定された年月日,整数型(Integer)
KsjTmplt-P32.html,1,代表点区分コード(P32_009),作成した文化財の位置情報の精度に関する区分コード,コードリスト「代表点区分コード」
KsjTmplt-P33.html,1,集客施設（P33-14 XX）XX:都道府県コード,集客施設が存在する地点,点型（GM_Point）
KsjTmplt-P33.html,2,施設ID（P33_001）※施設IDはシェープファイルのみ,集客施設ごとの整理番号,整数型（Integer）
KsjTmplt-P33.html,2,行政コード（P33_002）,"集客施設が属する市区町村の市区町村を示す、都道府県コードと市区町村コードからなるコ−ドJSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「行政コード」
KsjTmplt-P33.html,2,都道府県コード（P33_003）,"集客施設が属する都道府県の都道府県コ−ドJSI規格（JIS X 0401,　JIS X 0402）準拠",コードリスト「都道府県コード」
KsjTmplt-P33.html,2,施設区分コード（P33_004）,施設用途による区分,コードリスト「施設区分コード」
KsjTmplt-P33.html,2,施設名称（P33_005）,施設名および施設の名称,文字列型(CharacterString)
KsjTmplt-P33.html,2,郵便番号（P33_006）,当該施設の番号,文字列型(CharacterString)
KsjTmplt-P33.html,2,住所・所在地（P33_007）,当該施設の所在地,文字列型(CharacterString)
KsjTmplt-P33.html,2,電話番号（P33_008）,当該施設の電話番号,文字列型(CharacterString)
KsjTmplt-P33.html,2,開設年月日（P33_009）,当該施設の開館（開業）の年月日（YYYYMMDD）,"整数型（Integer）
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,ホームページURL（P33_010）,当該施設のウェブページURL,文字列型(CharacterString)
KsjTmplt-P33.html,2,アクセス（P33_011）,当該施設までの交通機関によるアクセス方法,文字列型(CharacterString)
KsjTmplt-P33.html,2,スクリーン数（P33_012）,当該施設が映画館の場合の、そのスクリーン数,"整数型（Integer）
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,総席数（P33_013）,当該施設が映画館の場合の、その座席数,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,公民館の種別（P33_014）,公民館の区分,"コードリスト「公民館の種別コード」
※公民館以外の施設の場合、「-1」とする。"
KsjTmplt-P33.html,2,営業・稼働日数（P33_015）,当該施設の営業日・稼働日数,文字列型(CharacterString)
KsjTmplt-P33.html,2,営業時間（P33_016）,当該施設の営業時間,文字列型(CharacterString)
KsjTmplt-P33.html,2,入場料の有無（P33_017）,レジャー施設の入場料金（有料、無料）の区分,文字列型(CharacterString)
KsjTmplt-P33.html,2,敷地面積（P33_018）,当該施設の敷地面積（平方メートル）,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,建築総面積（P33_019）,当該施設の建築総面積（平方メートル）,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,ホール数（P33_020）,当該施設が有するホールの数,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,ホールの最大席数（P33_021）,当該施設が有する最大のホールの座席数,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,ホールの総席数（P33_022）,当該施設が有するホールの座席の合計,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,会議室数（P33_023）,当該施設が有する会議室の数,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,展示室数（P33_024）,当該施設が有する展示室の数,"整数型（Integer)
          ※整備データが存在しない場合、「-1」とする。"
KsjTmplt-P33.html,2,代表点区分,データの位置情報精度で区分したコード,コードリスト「代表点区分コード」
KsjTmplt-P34.html,1,地点,市区町村の事務所の位置,点型（GM_Point）
KsjTmplt-P34.html,2,行政区域コード（P34_001）,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-P34.html,2,施設分類（P34_002）,市区町村役場等の分類を表すコード,コードリスト「施設分類コード」
KsjTmplt-P34.html,2,名称（P34_003）,市区町村役場等の施設名称,文字列型（CharacterString）
KsjTmplt-P34.html,2,所在地（P34_004）,市区町村役場等の所在地住所,文字列型（CharacterString）
KsjTmplt-S05-a-v2_2.html,1,都市圏,都市圏の分類,コードリスト「都市圏コード」
KsjTmplt-S05-a-v2_2.html,1,調査年度,パーソントリップ調査の実施年度,整数型
KsjTmplt-S05-a-v2_2.html,1,発生集中,発生集中の分類,コードリスト「発生集中コード」
KsjTmplt-S05-a-v2_2.html,1,ゾーンコード,集計ゾーンのコード,コードリスト「東京都市圏ゾーンコード」「近畿圏H12年度ゾーンコード」「近畿圏H22年度ゾーンコード」「中京都市圏H13年度ゾーンコード」「H23年度ゾーンコード」
KsjTmplt-S05-a-v2_2.html,1,鉄道-出勤トリップ数,交通手段「鉄道」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,鉄道-登校トリップ数,交通手段「鉄道」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,鉄道-自由トリップ数,交通手段「鉄道」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,鉄道-業務トリップ数,交通手段「鉄道」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,鉄道-帰宅トリップ数,交通手段「鉄道」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,鉄道-不明トリップ数,交通手段「鉄道」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,鉄道-合計トリップ数,交通手段「鉄道」、目的合計のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-出勤トリップ数,交通手段「バス」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-登校トリップ数,交通手段「バス」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-自由トリップ数,交通手段「バス」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-業務トリップ数,交通手段「バス」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-帰宅トリップ数,交通手段「バス」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,バス-不明トリップ数,交通手段「バス」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,バス-合計トリップ数,交通手段「バス」、目的合計のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-出勤トリップ数,交通手段「自動車」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-登校トリップ数,交通手段「自動車」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-自由トリップ数,交通手段「自動車」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-業務トリップ数,交通手段「自動車」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-帰宅トリップ数,交通手段「自動車」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,自動車-不明トリップ数,交通手段「自動車」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,自動車-合計トリップ数,交通手段「自動車」、目的合計のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,二輪-出勤トリップ数,交通手段「二輪」、目的「出勤」のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,二輪-登校トリップ数,交通手段「二輪」、目的「登校」のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,二輪-自由トリップ数,交通手段「二輪」、目的「自由」のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,二輪-業務トリップ数,交通手段「二輪」、目的「業務」のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,二輪-帰宅トリップ数,交通手段「二輪」、目的「帰宅」のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,二輪-合計トリップ数,交通手段「二輪」、目的合計のトリップ数,整数型　（*3）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-出勤トリップ数,交通手段「原付バイク」、目的「出勤」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-登校トリップ数,交通手段「原付バイク」、目的「登校」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-自由トリップ数,交通手段「原付バイク」、目的「自由」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-業務トリップ数,交通手段「原付バイク」、目的「業務」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-帰宅トリップ数,交通手段「原付バイク」、目的「帰宅」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-不明トリップ数,交通手段「原付バイク」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,原付バイク-合計トリップ数,交通手段「原付バイク」、目的合計のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,自転車-出勤トリップ数,交通手段「自転車」、目的「出勤」のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,自転車-登校トリップ数,交通手段「自転車」、目的「登校」のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,自転車-自由トリップ数,交通手段「自転車」、目的「自由」のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,自転車-業務トリップ数,交通手段「自転車」、目的「業務」のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,自転車-帰宅トリップ数,交通手段「自転車」、目的「帰宅」のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,自転車-不明トリップ数,交通手段「自転車」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,自転車-合計トリップ数,交通手段「自転車」、目的合計のトリップ数,整数型　（*4）
KsjTmplt-S05-a-v2_2.html,1,徒歩-出勤トリップ数,交通手段「徒歩」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,徒歩-登校トリップ数,交通手段「徒歩」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,徒歩-自由トリップ数,交通手段「徒歩」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,徒歩-業務トリップ数,交通手段「徒歩」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,徒歩-帰宅トリップ数,交通手段「徒歩」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,徒歩-不明トリップ数,交通手段「徒歩」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,徒歩-合計トリップ数,交通手段「徒歩」、目的合計のトリップ数,整数型
KsjTmplt-S05-a-v2_2.html,1,その他-出勤トリップ数,交通手段「その他」、目的「出勤」のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,その他-登校トリップ数,交通手段「その他」、目的「登校」のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,その他-自由トリップ数,交通手段「その他」、目的「自由」のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,その他-業務トリップ数,交通手段「その他」、目的「業務」のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,その他-帰宅トリップ数,交通手段「その他」、目的「帰宅」のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,その他-合計トリップ数,交通手段「その他」、目的合計のトリップ数,整数型　（*1）
KsjTmplt-S05-a-v2_2.html,1,不明-出勤トリップ数,交通手段「不明」、目的「出勤」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-登校トリップ数,交通手段「不明」、目的「登校」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-自由トリップ数,交通手段「不明」、目的「自由」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-業務トリップ数,交通手段「不明」、目的「業務」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-帰宅トリップ数,交通手段「不明」、目的「帰宅」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-不明トリップ数,交通手段「不明」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,不明-合計トリップ数,交通手段「不明」、目的合計のトリップ数,整数型　（*2）
KsjTmplt-S05-a-v2_2.html,1,全トリップ数,全交通手段、目的合計のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,都市圏,都市圏の分類,コードリスト「都市圏コード」
KsjTmplt-S05-b-v2_2.html,1,調査年度,パーソントリップ調査の実施年度,整数型
KsjTmplt-S05-b-v2_2.html,1,発ゾーンコード,ＯＤ量の発ゾーンのコード,コードリスト「東京都市圏ゾーンコード」「近畿圏H12年度ゾーンコード」「近畿圏H22年度ゾーンコード」「中京都市圏H13年度ゾーンコード」「H23年度ゾーンコード」
KsjTmplt-S05-b-v2_2.html,1,着ゾーンコード,ＯＤ量の着ゾーンのコード,コードリスト「東京都市圏ゾーンコード」「近畿圏H12年度ゾーンコード」「近畿圏H22年度ゾーンコード」「中京都市圏H13年度ゾーンコード」「H23年度ゾーンコード」
KsjTmplt-S05-b-v2_2.html,1,鉄道-出勤トリップ数,交通手段「鉄道」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,鉄道-登校トリップ数,交通手段「鉄道」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,鉄道-自由トリップ数,交通手段「鉄道」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,鉄道-業務トリップ数,交通手段「鉄道」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,鉄道-帰宅トリップ数,交通手段「鉄道」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,鉄道-不明トリップ数,交通手段「鉄道」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,鉄道-合計トリップ数,交通手段「鉄道」、目的合計のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-出勤トリップ数,交通手段「バス」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-登校トリップ数,交通手段「バス」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-自由トリップ数,交通手段「バス」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-業務トリップ数,交通手段「バス」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-帰宅トリップ数,交通手段「バス」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,バス-不明トリップ数,交通手段「バス」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,バス-合計トリップ数,交通手段「バス」、目的合計のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-出勤トリップ数,交通手段「自動車」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-登校トリップ数,交通手段「自動車」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-自由トリップ数,交通手段「自動車」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-業務トリップ数,交通手段「自動車」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-帰宅トリップ数,交通手段「自動車」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,自動車-不明トリップ数,交通手段「自動車」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,自動車-合計トリップ数,交通手段「自動車」、目的合計のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,二輪-出勤トリップ数,交通手段「二輪」、目的「出勤」のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,二輪-登校トリップ数,交通手段「二輪」、目的「登校」のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,二輪-自由トリップ数,交通手段「二輪」、目的「自由」のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,二輪-業務トリップ数,交通手段「二輪」、目的「業務」のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,二輪-帰宅トリップ数,交通手段「二輪」、目的「帰宅」のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,二輪-合計トリップ数,交通手段「二輪」、目的合計のトリップ数,整数型　（*3）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-出勤トリップ数,交通手段「原付バイク」、目的「出勤」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-登校トリップ数,交通手段「原付バイク」、目的「登校」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-自由トリップ数,交通手段「原付バイク」、目的「自由」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-業務トリップ数,交通手段「原付バイク」、目的「業務」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-帰宅トリップ数,交通手段「原付バイク」、目的「帰宅」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-登校トリップ数,交通手段「原付バイク」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,原付バイク-合計トリップ数,交通手段「原付バイク」、目的合計のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,自転車-出勤トリップ数,交通手段「自転車」、目的「出勤」のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,自転車-登校トリップ数,交通手段「自転車」、目的「登校」のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,自転車-自由トリップ数,交通手段「自転車」、目的「自由」のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,自転車-業務トリップ数,交通手段「自転車」、目的「業務」のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,自転車-帰宅トリップ数,交通手段「自転車」、目的「帰宅」のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,自転車-不明トリップ数,交通手段「自転車」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,自転車-合計トリップ数,交通手段「自転車」、目的合計のトリップ数,整数型　（*4）
KsjTmplt-S05-b-v2_2.html,1,徒歩-出勤トリップ数,交通手段「徒歩」、目的「出勤」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,徒歩-登校トリップ数,交通手段「徒歩」、目的「登校」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,徒歩-自由トリップ数,交通手段「徒歩」、目的「自由」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,徒歩-業務トリップ数,交通手段「徒歩」、目的「業務」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,徒歩-帰宅トリップ数,交通手段「徒歩」、目的「帰宅」のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,徒歩-不明トリップ数,交通手段「徒歩」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,徒歩-合計トリップ数,交通手段「徒歩」、目的合計のトリップ数,整数型
KsjTmplt-S05-b-v2_2.html,1,その他-出勤トリップ数,交通手段「その他」、目的「出勤」のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,その他-登校トリップ数,交通手段「その他」、目的「登校」のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,その他-自由トリップ数,交通手段「その他」、目的「自由」のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,その他-業務トリップ数,交通手段「その他」、目的「業務」のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,その他-帰宅トリップ数,交通手段「その他」、目的「帰宅」のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,その他-合計トリップ数,交通手段「その他」、目的合計のトリップ数,整数型　（*1）
KsjTmplt-S05-b-v2_2.html,1,不明-出勤トリップ数,交通手段「不明」、目的「出勤」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-登校トリップ数,交通手段「不明」、目的「登校」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-自由トリップ数,交通手段「不明」、目的「自由」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-業務トリップ数,交通手段「不明」、目的「業務」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-帰宅トリップ数,交通手段「不明」、目的「帰宅」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-不明トリップ数,交通手段「不明」、目的「不明」のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,不明-合計トリップ数,交通手段「不明」、目的合計のトリップ数,整数型　（*2）
KsjTmplt-S05-b-v2_2.html,1,全トリップ数,全交通手段、目的合計のトリップ数,整数型
KsjTmplt-S05-c.html,1,調査年度,パーソントリップ調査の実施年度,整数型
KsjTmplt-S05-c.html,1,駅コード,駅のコード,コードリスト「東京都市圏駅コード」
KsjTmplt-S05-c.html,1,駅名,駅の名称,コードリスト「東京都市圏駅コード」
KsjTmplt-S05-c.html,1,乗車_路線バス・都電,端末交通手段「路線バス・都電」を降りて対象駅から乗車するトリップ数,整数型
